trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
standing,standing,pov,pov,camera,161,17010,1778,82771,0.009465,0.090551,0.440624,-1.18238,0.049196,sfw,clean,镜头,镜头角度,danbooru_all.csv,365.391019,114.33146
wet shirt,wet_shirt,white thighhighs,white_thighhighs,clothing,56,4506,3881,82771,0.012428,0.014429,0.265052,-1.915652,0.024114,sfw,clean,服饰,袜子,weilin_tagcart.csv,211.279144,114.122066
white thighhighs,white_thighhighs,wet shirt,wet_shirt,style_light,56,3881,4506,82771,0.014429,0.012428,0.265052,-1.915652,0.024114,sfw,clean,服饰,上衣,weilin_tagcart.csv,211.279144,114.122066
tongue,tongue,wet shirt,wet_shirt,style_light,49,3676,4506,82771,0.01333,0.010874,0.244854,-2.030005,0.02168,sfw,clean,服饰,上衣,weilin_tagcart.csv,200.119076,114.116932
wet shirt,wet_shirt,tongue,tongue,pose_action,49,4506,3676,82771,0.010874,0.01333,0.244854,-2.030005,0.02168,sfw,clean,表情动作,其他动作,weilin_tagcart.csv,200.119076,114.116932
lantern,lantern,white shirt,white_shirt,clothing,45,889,18028,82771,0.050619,0.002496,0.232403,-2.1053,0.020473,sfw,clean,服饰,上衣,weilin_tagcart.csv,193.629315,114.087442
white shirt,white_shirt,lantern,lantern,prop,45,18028,889,82771,0.002496,0.050619,0.232403,-2.1053,0.020223,sfw,clean,物品,其他物品,danbooru_all.csv,193.629315,114.087442
book,book,water,water,scene,39,1279,11892,82771,0.030493,0.00328,0.212235,-2.236264,0.017936,sfw,clean,环境,水,danbooru_all.csv,183.758418,114.03559
water,water,book,book,prop,39,11892,1279,82771,0.00328,0.030493,0.212235,-2.236264,0.017936,sfw,clean,物品,学习用品,weilin_tagcart.csv,183.758418,114.03559
indoors,indoors,male focus,male_focus,camera,99,22178,1031,82771,0.004464,0.096023,0.358371,-1.480476,0.036508,sfw,clean,人物,对象,danbooru_all.csv,276.250353,113.729041
male focus,male_focus,indoors,indoors,scene,99,1031,22178,82771,0.096023,0.004464,0.358371,-1.480476,0.070112,sfw,clean,场景,室内,danbooru_all.csv,276.250353,113.729041
night,night,sailor collar,sailor_collar,clothing,69,5734,3326,82771,0.012033,0.020746,0.299466,-1.739536,0.028414,sfw,clean,服饰,领口,weilin_tagcart.csv,230.410216,113.073362
sailor collar,sailor_collar,night,night,scene,69,3326,5734,82771,0.020746,0.012033,0.299466,-1.739536,0.028414,sfw,clean,环境,天气,weilin_tagcart.csv,230.410216,113.073362
apron,apron,pleated skirt,pleated_skirt,clothing,44,2123,7433,82771,0.020725,0.00592,0.23079,-2.115348,0.019991,sfw,clean,服饰,裙子,weilin_tagcart.csv,190.649612,112.804366
pleated skirt,pleated_skirt,apron,apron,clothing,44,7433,2123,82771,0.00592,0.020725,0.23079,-2.115348,0.019991,sfw,clean,服饰,腰部,weilin_tagcart.csv,190.649612,112.804366
chinese clothes,chinese_clothes,jacket,jacket,clothing,134,2748,9793,82771,0.048763,0.013683,0.412145,-1.278775,0.044478,sfw,clean,服饰,外套,weilin_tagcart.csv,325.127931,112.355423
jacket,jacket,chinese clothes,chinese_clothes,clothing,134,9793,2748,82771,0.013683,0.048763,0.412145,-1.278775,0.044478,sfw,clean,服饰,休闲装,weilin_tagcart.csv,325.127931,112.355423
fireplace,fireplace,white shirt,white_shirt,clothing,41,850,18028,82771,0.048235,0.002274,0.22146,-2.174881,0.018908,sfw,clean,服饰,上衣,weilin_tagcart.csv,185.13489,112.214756
white shirt,white_shirt,fireplace,fireplace,scene,41,18028,850,82771,0.002274,0.048235,0.22146,-2.174881,0.018908,sfw,clean,场景,家具,weilin_tagcart.csv,185.13489,112.214756
smile,smile,trembling,trembling,pose_action,80,36583,557,82771,0.002187,0.143627,0.324963,-1.621653,0.031753,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,246.182008,112.179034
trembling,trembling,smile,smile,expression,80,557,36583,82771,0.143627,0.002187,0.324963,-1.621653,0.091211,sfw,clean,表情动作,笑,weilin_tagcart.csv,246.182008,112.179034
looking to the side,looking_to_the_side,thighhighs,thighhighs,clothing,77,1975,10125,82771,0.038987,0.007605,0.318718,-1.649647,0.030908,sfw,clean,服饰,袜子,weilin_tagcart.csv,241.592768,112.134066
thighhighs,thighhighs,looking to the side,looking_to_the_side,camera,77,10125,1975,82771,0.007605,0.038987,0.318718,-1.649647,0.030908,sfw,clean,镜头,主角动作,weilin_tagcart.csv,241.592768,112.134066
indoors,indoors,scarf,scarf,clothing,64,22178,827,82771,0.002886,0.077388,0.288822,-1.791747,0.026994,sfw,clean,服饰,小装饰,weilin_tagcart.csv,221.58976,112.074368
scarf,scarf,indoors,indoors,scene,64,827,22178,82771,0.077388,0.002886,0.288822,-1.791747,0.04178,sfw,clean,场景,室内,danbooru_all.csv,221.58976,112.074368
day,day,maid headdress,maid_headdress,clothing,135,12743,2118,82771,0.010594,0.063739,0.414013,-1.272251,0.044742,sfw,clean,服饰,头饰,weilin_tagcart.csv,326.076452,111.968252
maid headdress,maid_headdress,day,day,scene,135,2118,12743,82771,0.063739,0.010594,0.414013,-1.272251,0.057036,sfw,clean,环境,天气,weilin_tagcart.csv,326.076452,111.968252
on side,on_side,upper body,upper_body,camera,101,1870,12256,82771,0.054011,0.008241,0.364762,-1.454974,0.040295,sfw,clean,镜头,镜头,weilin_tagcart.csv,276.893115,111.734045
upper body,upper_body,on side,on_side,pose_action,101,12256,1870,82771,0.008241,0.054011,0.364762,-1.454974,0.037303,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,276.893115,111.734045
cloud,cloud,maid headdress,maid_headdress,clothing,41,7212,2118,82771,0.005685,0.019358,0.222167,-2.170281,0.018968,sfw,clean,服饰,头饰,weilin_tagcart.csv,184.545505,111.65437
maid headdress,maid_headdress,cloud,cloud,scene,41,2118,7212,82771,0.019358,0.005685,0.222167,-2.170281,0.018968,sfw,clean,环境,云,danbooru_all.csv,184.545505,111.65437
day,day,wrist cuffs,wrist_cuffs,clothing,117,12743,1947,82771,0.009182,0.060092,0.390325,-1.357252,0.041058,sfw,clean,服饰,手,weilin_tagcart.csv,299.750166,111.418198
wrist cuffs,wrist_cuffs,day,day,scene,117,1947,12743,82771,0.060092,0.009182,0.390325,-1.357252,0.049346,sfw,clean,环境,天气,weilin_tagcart.csv,299.750166,111.418198
indoors,indoors,jack-o'-lantern,jack-o'-lantern,prop,65,22178,830,82771,0.002931,0.078313,0.292275,-1.774604,0.027402,sfw,clean,物品,植物,weilin_tagcart.csv,222.393592,111.391442
jack-o'-lantern,jack-o'-lantern,indoors,indoors,scene,65,830,22178,82771,0.078313,0.002931,0.292275,-1.774604,0.042918,sfw,clean,场景,室内,danbooru_all.csv,222.393592,111.391442
skirt,skirt,spaghetti strap,spaghetti_strap,clothing,53,14342,1174,82771,0.003695,0.045145,0.260541,-1.940417,0.02344,sfw,clean,服饰,上半身服装,danbooru_all.csv,203.422793,111.231472
spaghetti strap,spaghetti_strap,skirt,skirt,clothing,53,1174,14342,82771,0.045145,0.003695,0.260541,-1.940417,0.02344,sfw,clean,服饰,裙子,weilin_tagcart.csv,203.422793,111.231472
sitting,sitting,undressing,undressing,clothing,53,23487,716,82771,0.002257,0.074022,0.260864,-1.938632,0.023469,sfw,clean,服饰,上衣,weilin_tagcart.csv,203.171304,110.997075
undressing,undressing,sitting,sitting,pose_action,53,716,23487,82771,0.074022,0.002257,0.260864,-1.938632,0.034745,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,203.171304,110.997075
detached sleeves,detached_sleeves,ocean,ocean,scene,86,4560,4606,82771,0.01886,0.018671,0.338913,-1.561014,0.033591,sfw,clean,环境,水,weilin_tagcart.csv,253.752643,110.899137
ocean,ocean,detached sleeves,detached_sleeves,clothing,86,4606,4560,82771,0.018671,0.01886,0.338913,-1.561014,0.033591,sfw,clean,服饰,手臂,weilin_tagcart.csv,253.752643,110.899137
:d,:d,lace trim,lace_trim,clothing,118,6210,4005,82771,0.019002,0.029463,0.392705,-1.348483,0.041376,sfw,clean,服饰,衣服装饰,danbooru_all.csv,300.480241,110.819394
lace trim,lace_trim,:d,:d,pose_action,118,4005,6210,82771,0.029463,0.019002,0.392705,-1.348483,0.041376,sfw,clean,表情动作,笑,weilin_tagcart.csv,300.480241,110.819394
maid headdress,maid_headdress,sleeveless,sleeveless,clothing,79,2118,9491,82771,0.037299,0.008324,0.325287,-1.620213,0.031706,sfw,clean,服饰,手臂,weilin_tagcart.csv,242.862089,110.559801
sleeveless,sleeveless,maid headdress,maid_headdress,clothing,79,9491,2118,82771,0.008324,0.037299,0.325287,-1.620213,0.031706,sfw,clean,服饰,头饰,weilin_tagcart.csv,242.862089,110.559801
short sleeves,short_sleeves,weapon,weapon,prop,83,9418,2187,82771,0.008813,0.037952,0.333541,-1.584065,0.032828,sfw,clean,物品,武器,weilin_tagcart.csv,248.845199,110.529077
weapon,weapon,short sleeves,short_sleeves,clothing,83,2187,9418,82771,0.037952,0.008813,0.333541,-1.584065,0.032828,sfw,clean,服饰,手臂,weilin_tagcart.csv,248.845199,110.529077
cape,cape,white shirt,white_shirt,clothing,80,1121,18028,82771,0.071365,0.004438,0.327654,-1.609756,0.045696,sfw,clean,服饰,上衣,weilin_tagcart.csv,244.160249,110.372542
white shirt,white_shirt,cape,cape,clothing,80,18028,1121,82771,0.004438,0.071365,0.327654,-1.609756,0.032016,sfw,clean,服饰,外套,weilin_tagcart.csv,244.160249,110.372542
snow,snow,white shirt,white_shirt,clothing,42,848,18028,82771,0.049528,0.00233,0.227397,-2.136717,0.019511,sfw,clean,服饰,上衣,weilin_tagcart.csv,184.699279,110.249939
white shirt,white_shirt,snow,snow,style_light,42,18028,848,82771,0.00233,0.049528,0.227397,-2.136717,0.019511,sfw,clean,画面,颜色,weilin_tagcart.csv,184.699279,110.249939
frilled dress,frilled_dress,sweat,sweat,style_light,87,1315,16016,82771,0.06616,0.005432,0.341915,-1.548292,0.044943,sfw,clean,表情动作,其他表情,weilin_tagcart.csv,254.449505,110.196075
sweat,sweat,frilled dress,frilled_dress,clothing,87,16016,1315,82771,0.005432,0.06616,0.341915,-1.548292,0.033965,sfw,clean,服饰,裙子,weilin_tagcart.csv,254.449505,110.196075
indoors,indoors,sunset,sunset,scene,46,22178,712,82771,0.002074,0.064607,0.24112,-2.052175,0.021076,sfw,clean,环境,天空,weilin_tagcart.csv,190.77619,109.867721
sunset,sunset,indoors,indoors,scene,46,712,22178,82771,0.064607,0.002074,0.24112,-2.052175,0.027233,sfw,clean,场景,室内,danbooru_all.csv,190.77619,109.867721
mug,mug,open mouth,open_mouth,expression,55,1037,16369,82771,0.053038,0.00336,0.268188,-1.898681,0.025787,sfw,clean,人物,嘴巴,weilin_tagcart.csv,205.079714,109.830076
open mouth,open_mouth,mug,mug,prop,55,16369,1037,82771,0.00336,0.053038,0.268188,-1.898681,0.02431,sfw,clean,物品,餐具,danbooru_all.csv,205.079714,109.830076
christmas tree,christmas_tree,shirt,shirt,clothing,66,727,25288,82771,0.090784,0.00261,0.297148,-1.750745,0.050737,sfw,clean,服饰,上衣,weilin_tagcart.csv,222.111319,109.723107
shirt,shirt,christmas tree,christmas_tree,prop,66,25288,727,82771,0.00261,0.090784,0.297148,-1.750745,0.027944,sfw,clean,物品,植物,weilin_tagcart.csv,222.111319,109.723107
jacket,jacket,pelvic curtain,pelvic_curtain,clothing,84,9793,2108,82771,0.008578,0.039848,0.336799,-1.570039,0.033227,sfw,clean,服饰,正装,weilin_tagcart.csv,249.406725,109.697862
pelvic curtain,pelvic_curtain,jacket,jacket,clothing,84,2108,9793,82771,0.039848,0.008578,0.336799,-1.570039,0.033227,sfw,clean,服饰,外套,weilin_tagcart.csv,249.406725,109.697862
china dress,china_dress,water,water,scene,79,1681,11892,82771,0.046996,0.006643,0.327102,-1.612189,0.031882,sfw,clean,环境,水,danbooru_all.csv,241.515168,109.356195
water,water,china dress,china_dress,clothing,79,11892,1681,82771,0.006643,0.046996,0.327102,-1.612189,0.031882,sfw,clean,服饰,裙子,weilin_tagcart.csv,241.515168,109.356195
maid,maid,off shoulder,off_shoulder,clothing,48,1931,8291,82771,0.024858,0.005789,0.248159,-2.010663,0.021881,sfw,clean,服饰,上半身服装,danbooru_all.csv,193.424279,109.335917
off shoulder,off_shoulder,maid,maid,clothing,48,8291,1931,82771,0.005789,0.024858,0.248159,-2.010663,0.021881,sfw,clean,服饰,正装,weilin_tagcart.csv,193.424279,109.335917
skirt,skirt,wading,wading,pose_action,74,14342,1350,82771,0.00516,0.054815,0.316349,-1.660411,0.030437,sfw,clean,表情动作,基础动作,weilin_tagcart.csv,233.918885,109.328709
wading,wading,skirt,skirt,clothing,74,1350,14342,82771,0.054815,0.00516,0.316349,-1.660411,0.033368,sfw,clean,服饰,裙子,weilin_tagcart.csv,233.918885,109.328709
armor,armor,sitting,sitting,pose_action,83,872,23487,82771,0.095183,0.003534,0.335438,-1.575882,0.06285,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,247.437677,109.279032
sitting,sitting,armor,armor,clothing,83,23487,872,82771,0.003534,0.095183,0.335438,-1.575882,0.033015,sfw,clean,服饰,盔甲,weilin_tagcart.csv,247.437677,109.279032
black leotard,black_leotard,upper body,upper_body,camera,53,1359,12256,82771,0.038999,0.004324,0.263382,-1.924772,0.023696,sfw,clean,镜头,镜头,weilin_tagcart.csv,201.22874,109.187978
upper body,upper_body,black leotard,black_leotard,clothing,53,12256,1359,82771,0.004324,0.038999,0.263382,-1.924772,0.023696,sfw,clean,服饰,上半身服装,danbooru_all.csv,201.22874,109.187978
water,water,weapon,weapon,prop,129,11892,2187,82771,0.010848,0.058985,0.410548,-1.284376,0.043991,sfw,clean,物品,武器,weilin_tagcart.csv,314.213964,109.174691
weapon,weapon,water,water,scene,129,2187,11892,82771,0.058985,0.010848,0.410548,-1.284376,0.051896,sfw,clean,环境,水,danbooru_all.csv,314.213964,109.174691
knees,knees,long sleeves,long_sleeves,clothing,61,689,25664,82771,0.088534,0.002377,0.285538,-1.808243,0.0468,sfw,clean,服饰,手臂,weilin_tagcart.csv,213.631538,109.049378
long sleeves,long_sleeves,knees,knees,pose_action,61,25664,689,82771,0.002377,0.088534,0.285538,-1.808243,0.02643,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,213.631538,109.049378
outdoors,outdoors,pencil skirt,pencil_skirt,clothing,81,18986,1062,82771,0.004266,0.076271,0.33251,-1.588529,0.03257,sfw,clean,服饰,裙子,weilin_tagcart.csv,243.601406,108.534748
pencil skirt,pencil_skirt,outdoors,outdoors,scene,81,1062,18986,82771,0.076271,0.004266,0.33251,-1.588529,0.049683,sfw,clean,环境,大自然,weilin_tagcart.csv,243.601406,108.534748
holding sword,holding_sword,sitting,sitting,pose_action,64,766,23487,82771,0.083551,0.002725,0.294443,-1.763938,0.045985,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,217.359244,108.203623
sitting,sitting,holding sword,holding_sword,pose_action,64,23487,766,82771,0.002725,0.083551,0.294443,-1.763938,0.027519,sfw,clean,表情动作,手部动作(拿着某物),weilin_tagcart.csv,217.359244,108.203623
necklace,necklace,wet shirt,wet_shirt,style_light,58,3818,4506,82771,0.015191,0.012872,0.279048,-1.841414,0.025568,sfw,clean,服饰,上衣,weilin_tagcart.csv,207.849464,108.034255
wet shirt,wet_shirt,necklace,necklace,clothing,58,4506,3818,82771,0.012872,0.015191,0.279048,-1.841414,0.025568,sfw,clean,服饰,首饰,weilin_tagcart.csv,207.849464,108.034255
ocean,ocean,shoes,shoes,clothing,69,4606,4036,82771,0.01498,0.017096,0.307222,-1.702647,0.02915,sfw,clean,服饰,鞋子,weilin_tagcart.csv,224.593348,107.791661
shoes,shoes,ocean,ocean,scene,69,4036,4606,82771,0.017096,0.01498,0.307222,-1.702647,0.02915,sfw,clean,环境,水,weilin_tagcart.csv,224.593348,107.791661
maid,maid,white dress,white_dress,clothing,48,1931,8217,82771,0.024858,0.005842,0.250394,-1.997728,0.022078,sfw,clean,服饰,裙子,danbooru_all.csv,191.697901,107.716812
white dress,white_dress,maid,maid,clothing,48,8217,1931,82771,0.005842,0.024858,0.250394,-1.997728,0.022078,sfw,clean,服饰,正装,weilin_tagcart.csv,191.697901,107.716812
partially submerged,partially_submerged,thighhighs,thighhighs,clothing,41,1474,10125,82771,0.027815,0.004049,0.227389,-2.136765,0.019414,sfw,clean,服饰,袜子,weilin_tagcart.csv,180.307716,107.630667
thighhighs,thighhighs,partially submerged,partially_submerged,pose_action,41,10125,1474,82771,0.004049,0.027815,0.227389,-2.136765,0.019414,sfw,clean,表情动作,其他动作,danbooru_all.csv,180.307716,107.630667
front-tie top,front-tie_top,shirt,shirt,clothing,144,1091,25288,82771,0.131989,0.005694,0.432018,-1.210838,0.124736,sfw,clean,服饰,上衣,weilin_tagcart.csv,333.319738,107.530275
shirt,shirt,front-tie top,front-tie_top,clothing,144,25288,1091,82771,0.005694,0.131989,0.432018,-1.210838,0.047252,sfw,clean,服饰,其他,weilin_tagcart.csv,333.319738,107.530275
butterfly,butterfly,shirt,shirt,clothing,98,876,25288,82771,0.111872,0.003875,0.366172,-1.449405,0.083298,sfw,clean,服饰,上衣,weilin_tagcart.csv,267.633446,107.518348
shirt,shirt,butterfly,butterfly,prop,98,25288,876,82771,0.003875,0.111872,0.366172,-1.449405,0.037229,sfw,clean,物品,植物,danbooru_all.csv,267.633446,107.518348
barefoot,barefoot,miniskirt,miniskirt,clothing,117,5645,4326,82771,0.020726,0.027046,0.396564,-1.334373,0.041715,sfw,clean,服饰,裙子,weilin_tagcart.csv,295.03413,107.432152
miniskirt,miniskirt,barefoot,barefoot,pose_action,117,4326,5645,82771,0.027046,0.020726,0.396564,-1.334373,0.041715,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,295.03413,107.432152
smile,smile,shoulder armor,shoulder_armor,clothing,71,36583,514,82771,0.001941,0.138132,0.312532,-1.677925,0.029823,sfw,clean,服饰,盔甲,weilin_tagcart.csv,227.176934,107.366687
cloud,cloud,tongue out,tongue_out,pose_action,57,7212,2359,82771,0.007903,0.024163,0.277312,-1.850416,0.02532,sfw,clean,表情动作,其他动作,weilin_tagcart.csv,205.544309,107.35112
tongue out,tongue_out,cloud,cloud,scene,57,2359,7212,82771,0.024163,0.007903,0.277312,-1.850416,0.02532,sfw,clean,环境,云,danbooru_all.csv,205.544309,107.35112
between legs,between_legs,holding,holding,pose_action,51,1317,12318,82771,0.038724,0.00414,0.260209,-1.942257,0.023228,sfw,clean,表情动作,手部动作(拿着某物),weilin_tagcart.csv,195.996255,107.266916
holding,holding,between legs,between_legs,camera,51,12318,1317,82771,0.00414,0.038724,0.260209,-1.942257,0.023228,sfw,clean,镜头,特写镜头,weilin_tagcart.csv,195.996255,107.266916
barefoot,barefoot,belt,belt,clothing,56,5645,2988,82771,0.00992,0.018742,0.274803,-1.86353,0.025001,sfw,clean,服饰,小装饰,weilin_tagcart.csv,203.782243,107.171218
belt,belt,barefoot,barefoot,pose_action,56,2988,5645,82771,0.018742,0.00992,0.274803,-1.86353,0.025001,sfw,clean,表情动作,腿部动作,weilin_tagcart.csv,203.782243,107.171218
maid headdress,maid_headdress,open clothes,open_clothes,clothing,50,2118,7591,82771,0.023607,0.006587,0.257409,-1.957867,0.022886,sfw,clean,服饰,上衣,weilin_tagcart.csv,194.243612,107.114048
open clothes,open_clothes,maid headdress,maid_headdress,clothing,50,7591,2118,82771,0.006587,0.023607,0.257409,-1.957867,0.022886,sfw,clean,服饰,头饰,weilin_tagcart.csv,194.243612,107.114048
looking at viewer,looking_at_viewer,looking up,looking_up,camera,146,67243,413,82771,0.002171,0.353511,0.435145,-1.200432,0.047716,sfw,clean,镜头,主角动作,weilin_tagcart.csv,335.5204,107.051559
black choker,black_choker,wet shirt,wet_shirt,style_light,61,3883,4506,82771,0.01571,0.013538,0.288569,-1.793012,0.026711,sfw,clean,服饰,上衣,weilin_tagcart.csv,211.388022,106.990723
wet shirt,wet_shirt,black choker,black_choker,clothing,61,4506,3883,82771,0.013538,0.01571,0.288569,-1.793012,0.026711,sfw,clean,服饰,领口,weilin_tagcart.csv,211.388022,106.990723
blush,blush,sheath,sheath,prop,44,59173,258,82771,0.000744,0.170543,0.238554,-2.067609,0.020664,sfw,clean,物品,武器,danbooru_all.csv,184.444238,106.940635
kimono,kimono,pleated skirt,pleated_skirt,clothing,78,2637,7433,82771,0.029579,0.010494,0.329381,-1.602171,0.032024,sfw,clean,服饰,裙子,weilin_tagcart.csv,236.807831,106.499549
pleated skirt,pleated_skirt,kimono,kimono,clothing,78,7433,2637,82771,0.010494,0.029579,0.329381,-1.602171,0.032024,sfw,clean,服饰,正装,weilin_tagcart.csv,236.807831,106.499549
lace,lace,long sleeves,long_sleeves,clothing,157,1129,25664,82771,0.139061,0.006118,0.448497,-1.15683,0.138627,sfw,clean,服饰,手臂,weilin_tagcart.csv,350.058064,106.472097
long sleeves,long_sleeves,lace,lace,clothing,157,25664,1129,82771,0.006118,0.139061,0.448497,-1.15683,0.049844,sfw,clean,服饰,小装饰,weilin_tagcart.csv,350.058064,106.472097
cowboy shot,cowboy_shot,pov,pov,camera,129,14462,1778,82771,0.00892,0.072553,0.415248,-1.267954,0.044494,sfw,clean,镜头,镜头角度,danbooru_all.csv,310.657549,106.224572
pov,pov,cowboy shot,cowboy_shot,camera,129,1778,14462,82771,0.072553,0.00892,0.415248,-1.267954,0.064564,sfw,clean,镜头,镜头,weilin_tagcart.csv,310.657549,106.224572
pov,pov,sky,sky,scene,110,1778,13199,82771,0.061867,0.008334,0.38797,-1.365983,0.049906,sfw,clean,环境,天空,weilin_tagcart.csv,283.527105,106.203801
sky,sky,pov,pov,camera,110,13199,1778,82771,0.008334,0.061867,0.38797,-1.365983,0.040333,sfw,clean,镜头,镜头角度,danbooru_all.csv,283.527105,106.203801
japanese clothes,japanese_clothes,pleated skirt,pleated_skirt,clothing,117,3268,7433,82771,0.035802,0.015741,0.398674,-1.326719,0.041937,sfw,clean,服饰,裙子,weilin_tagcart.csv,293.472883,106.117738
pleated skirt,pleated_skirt,japanese clothes,japanese_clothes,clothing,117,7433,3268,82771,0.015741,0.035802,0.398674,-1.326719,0.041937,sfw,clean,服饰,风格,weilin_tagcart.csv,293.472883,106.117738
indoors,indoors,leaf,leaf,prop,72,22178,848,82771,0.003246,0.084906,0.316878,-1.657999,0.030322,sfw,clean,物品,植物,danbooru_all.csv,227.216586,106.031821
leaf,leaf,indoors,indoors,scene,72,848,22178,82771,0.084906,0.003246,0.316878,-1.657999,0.051491,sfw,clean,场景,室内,danbooru_all.csv,227.216586,106.031821
camisole,camisole,long sleeves,long_sleeves,clothing,144,1069,25664,82771,0.134705,0.005611,0.434449,-1.202742,0.128019,sfw,clean,服饰,手臂,weilin_tagcart.csv,331.454447,106.01508
long sleeves,long_sleeves,camisole,camisole,clothing,144,25664,1069,82771,0.005611,0.134705,0.434449,-1.202742,0.047518,sfw,clean,服饰,上衣,weilin_tagcart.csv,331.454447,106.01508
maid headdress,maid_headdress,white dress,white_dress,clothing,61,2118,8217,82771,0.028801,0.007424,0.290114,-1.785308,0.026854,sfw,clean,服饰,裙子,danbooru_all.csv,210.262121,105.959079
white dress,white_dress,maid headdress,maid_headdress,clothing,61,8217,2118,82771,0.007424,0.028801,0.290114,-1.785308,0.026854,sfw,clean,服饰,头饰,weilin_tagcart.csv,210.262121,105.959079
strapless leotard,strapless_leotard,upper body,upper_body,camera,53,1335,12256,82771,0.0397,0.004324,0.268117,-1.899066,0.024122,sfw,clean,镜头,镜头,weilin_tagcart.csv,197.675031,105.885222
upper body,upper_body,strapless leotard,strapless_leotard,clothing,53,12256,1335,82771,0.004324,0.0397,0.268117,-1.899066,0.024122,sfw,clean,服饰,上半身服装,danbooru_all.csv,197.675031,105.885222
bug,bug,shirt,shirt,clothing,103,893,25288,82771,0.115342,0.004073,0.377528,-1.405343,0.089401,sfw,clean,服饰,上衣,weilin_tagcart.csv,272.827246,105.712659
shirt,shirt,bug,bug,prop,103,25288,893,82771,0.004073,0.115342,0.377528,-1.405343,0.038755,sfw,clean,物品,动物,danbooru_all.csv,272.827246,105.712659
shirt,shirt,white sweater,white_sweater,clothing,143,25288,1079,82771,0.005655,0.13253,0.433789,-1.204935,0.047385,sfw,clean,服饰,上半身服装,danbooru_all.csv,329.653526,105.685321
white sweater,white_sweater,shirt,shirt,clothing,143,1079,25288,82771,0.13253,0.005655,0.433789,-1.204935,0.125598,sfw,clean,服饰,上衣,weilin_tagcart.csv,329.653526,105.685321
day,day,white apron,white_apron,clothing,72,12743,1473,82771,0.00565,0.04888,0.317495,-1.655196,0.030381,sfw,clean,服饰,上半身服装,danbooru_all.csv,226.775549,105.635157
white apron,white_apron,day,day,scene,72,1473,12743,82771,0.04888,0.00565,0.317495,-1.655196,0.030381,sfw,clean,环境,天气,weilin_tagcart.csv,226.775549,105.635157
arms behind back,arms_behind_back,gloves,gloves,clothing,51,1794,8961,82771,0.028428,0.005691,0.262585,-1.929145,0.02344,sfw,clean,服饰,手套,weilin_tagcart.csv,194.223025,105.614846
gloves,gloves,arms behind back,arms_behind_back,pose_action,51,8961,1794,82771,0.005691,0.028428,0.262585,-1.929145,0.02344,sfw,clean,表情动作,手部动作,weilin_tagcart.csv,194.223025,105.614846
cherry blossoms,cherry_blossoms,indoors,indoors,scene,52,730,22178,82771,0.071233,0.002345,0.26585,-1.911317,0.033943,sfw,clean,场景,室内,danbooru_all.csv,195.599183,105.423372
indoors,indoors,cherry blossoms,cherry_blossoms,prop,52,22178,730,82771,0.002345,0.071233,0.26585,-1.911317,0.023825,sfw,clean,物品,植物,weilin_tagcart.csv,195.599183,105.423372
night sky,night_sky,school uniform,school_uniform,clothing,53,2833,5757,82771,0.018708,0.009206,0.268975,-1.894458,0.024199,sfw,clean,服饰,正装,weilin_tagcart.csv,197.044629,105.300283
school uniform,school_uniform,night sky,night_sky,scene,53,5757,2833,82771,0.009206,0.018708,0.268975,-1.894458,0.024199,sfw,clean,环境,天空,weilin_tagcart.csv,197.044629,105.300283
pool,pool,thighhighs,thighhighs,clothing,43,1478,10125,82771,0.029093,0.004247,0.237836,-2.071962,0.020505,sfw,clean,服饰,袜子,weilin_tagcart.csv,180.797018,105.023957
thighhighs,thighhighs,pool,pool,scene,43,10125,1478,82771,0.004247,0.029093,0.237836,-2.071962,0.020505,sfw,clean,场景,室外,danbooru_all.csv,180.797018,105.023957
fire,fire,open mouth,open_mouth,expression,68,1111,16369,82771,0.061206,0.004154,0.309493,-1.692021,0.035842,sfw,clean,人物,嘴巴,weilin_tagcart.csv,219.714139,104.759667
open mouth,open_mouth,fire,fire,scene,68,16369,1111,82771,0.004154,0.061206,0.309493,-1.692021,0.02928,sfw,clean,环境,水,danbooru_all.csv,219.714139,104.759667
bag,bag,water,water,scene,103,1891,11892,82771,0.054469,0.008661,0.379113,-1.399299,0.042396,sfw,clean,环境,水,danbooru_all.csv,271.686605,104.735273
water,water,bag,bag,prop,103,11892,1891,82771,0.008661,0.054469,0.379113,-1.399299,0.038917,sfw,clean,物品,其他物品,danbooru_all.csv,271.686605,104.735273
chinese clothes,chinese_clothes,shorts,shorts,clothing,46,2748,5575,82771,0.016739,0.008251,0.248527,-2.008523,0.021724,sfw,clean,服饰,裤子,weilin_tagcart.csv,185.090189,104.522453
shorts,shorts,chinese clothes,chinese_clothes,clothing,46,5575,2748,82771,0.008251,0.016739,0.248527,-2.008523,0.021724,sfw,clean,服饰,休闲装,weilin_tagcart.csv,185.090189,104.522453
